#i RadiusInner RadiusOuter RadiusIso SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR SDensityCAR StellarAge MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassStar MassHalo
161 52.2785 54.7423 15.2943 0.00784166 0 0 0.00784166 2.92971e+11 1.17223e+11 3.17565e+10 2.3818e+09 1545.3 824707 2.8639e+07 4.78353 0 0 2.45569e+08 nan 0 0 41627.5 0 5.02521e-05 0 0.00640835 0 1.17223e+11 9.98021e+11
162 54.7423 57.3223 16.015 0.00489635 0 0 0.00489635 3.06893e+11 1.17223e+11 3.17608e+10 2.52575e+09 1414.25 817791 2.79619e+07 5.14817 0 0 1.60948e+08 nan 0 0 28630.5 0 3.15212e-05 0 0.0064377 0 1.17223e+11 9.98021e+11
163 57.3223 60.0238 16.7698 0.00299745 0 0 0.00299745 3.21227e+11 1.17223e+11 3.17637e+10 2.67694e+09 1293.7 810675 2.72905e+07 5.54006 0 0 1.03407e+08 nan 0 0 19303.4 0 1.93824e-05 0 0.00646631 0 1.17223e+11 9.98021e+11
164 60.0238 62.8526 17.5601 0.00179737 0 0 0.00179737 3.3597e+11 1.17223e+11 3.17655e+10 2.83566e+09 1182.88 803377 2.66257e+07 5.96122 0 0 6.5067e+07 nan 0 0 12746.4 0 1.16724e-05 0 0.00649417 0 1.17223e+11 9.98021e+11
165 62.8526 65.8148 18.3877 0.00105464 0 0 0.00105464 3.51121e+11 1.17223e+11 3.17668e+10 3.00222e+09 1081.09 795917 2.59679e+07 6.41387 0 0 4.0058e+07 nan 0 0 8235.01 0 6.87763e-06 0 0.00652131 0 1.17223e+11 9.98021e+11
166 65.8148 68.9165 19.2543 0.000604925 0 0 0.000604925 3.66678e+11 1.17223e+11 3.17675e+10 3.17692e+09 987.666 788313 2.49387e+07 7.00535 0 0 2.4104e+07 nan 0 0 5200.18 0 3.96089e-06 0 0.00654774 0 1.17223e+11 9.98021e+11
167 68.9165 72.1645 20.1617 0.000338816 0 0 0.000338816 3.82637e+11 1.17223e+11 3.1768e+10 3.36011e+09 901.972 780586 2.44034e+07 7.50648 0 0 1.41609e+07 nan 0 0 3206.15 0 2.22719e-06 0 0.00657345 0 1.17223e+11 9.98021e+11
168 72.1645 75.5655 21.1119 0.000185098 0 0 0.000185098 3.98997e+11 1.17223e+11 3.17683e+10 3.55211e+09 823.425 772754 2.38753e+07 8.0421 0 0 8.11351e+06 nan 0 0 1927.83 0 1.22136e-06 0 0.00659846 0 1.17223e+11 9.98021e+11
169 75.5655 79.1268 22.1069 9.85142e-05 0 0 9.85142e-05 4.15751e+11 1.17223e+11 3.17684e+10 3.7533e+09 751.476 764837 2.33544e+07 8.6147 0 0 4.5282e+06 nan 0 0 1129.19 0 6.52439e-07 0 0.00662279 0 1.17223e+11 9.98021e+11
170 79.1268 82.8559 23.1488 5.10176e-05 0 0 5.10176e-05 4.32898e+11 1.17223e+11 3.17685e+10 3.96406e+09 685.615 756855 2.28415e+07 9.22678 0 0 2.4587e+06 nan 0 0 643.479 0 3.39085e-07 0 0.00664644 0 1.17223e+11 9.98021e+11
171 82.8559 86.7608 24.2398 2.56745e-05 0 0 2.56745e-05 4.50431e+11 1.17223e+11 3.17686e+10 4.18477e+09 625.364 748825 2.23367e+07 9.88116 0 0 1.29714e+06 nan 0 0 356.3 0 1.71234e-07 0 0.00666943 0 1.17223e+11 9.98021e+11
172 86.7608 90.8497 25.3821 1.25388e-05 0 0 1.25388e-05 4.68346e+11 1.17223e+11 3.17686e+10 4.41586e+09 570.277 740769 2.18404e+07 10.5808 0 0 664017 nan 0 0 191.435 0 8.39064e-08 0 0.00669176 0 1.17223e+11 9.98021e+11
173 90.8497 95.1313 26.5784 5.93419e-06 0 0 5.93419e-06 4.86637e+11 1.17223e+11 3.17686e+10 4.65777e+09 519.942 732705 2.1353e+07 11.329 0 0 329356 nan 0 0 99.6631 0 3.9839e-08 0 0.00671347 0 1.17223e+11 9.98021e+11
174 95.1313 99.6147 27.831 2.71755e-06 0 0 2.71755e-06 5.05299e+11 1.17223e+11 3.17686e+10 4.91096e+09 473.974 724650 2.08746e+07 12.1292 0 0 158053 nan 0 0 50.2009 0 1.83015e-08 0 0.00673455 0 1.17223e+11 9.98021e+11
175 99.6147 104.309 29.1426 1.20233e-06 0 0 1.20233e-06 5.24325e+11 1.17223e+11 3.17686e+10 5.17593e+09 432.016 716625 2.04055e+07 12.9851 0 0 73267.2 nan 0 0 24.4274 0 8.12179e-09 0 0.00675502 0 1.17223e+11 9.98021e+11
176 104.309 109.225 30.516 5.13093e-07 0 0 5.13093e-07 5.43709e+11 1.17223e+11 3.17686e+10 5.4532e+09 393.738 708647 1.99461e+07 13.9009 0 0 32755.3 nan 0 0 11.4637 0 3.47616e-09 0 0.00677491 0 1.17223e+11 9.98021e+11
177 109.225 114.373 31.9542 2.10838e-07 0 0 2.10838e-07 5.63445e+11 1.17223e+11 3.17686e+10 5.74332e+09 358.833 700734 1.86902e+07 15.5228 0 0 14098.6 nan 0 0 5.17982 0 1.43248e-09 0 0.00679422 0 1.17223e+11 9.98021e+11
178 114.373 119.763 33.4602 8.32739e-08 0 0 8.32739e-08 5.83525e+11 1.17223e+11 3.17686e+10 6.0469e+09 327.018 692904 1.85169e+07 16.3945 0 0 5832 nan 0 0 2.24942 0 5.67342e-10 0 0.00681296 0 1.17223e+11 9.98021e+11
179 119.763 125.407 35.0371 3.15545e-08 0 0 3.15545e-08 6.03944e+11 1.17223e+11 3.17686e+10 6.36455e+09 298.032 685173 1.83449e+07 17.3157 0 0 2314.15 nan 0 0 0.937091 0 2.15554e-10 0 0.00683116 0 1.17223e+11 9.98021e+11
180 125.407 131.318 36.6884 1.14487e-08 0 0 1.14487e-08 6.24692e+11 1.17223e+11 3.17686e+10 6.69696e+09 271.633 677560 1.81743e+07 18.2902 0 0 879.116 nan 0 0 0.373765 0 7.84102e-11 0 0.00684884 0 1.17223e+11 9.98021e+11
181 131.318 137.507 38.4174 3.96918e-09 0 0 3.96918e-09 6.45764e+11 1.17223e+11 3.17686e+10 7.04486e+09 247.6 670079 1.80047e+07 19.3223 0 0 319.073 nan 0 0 0.142439 0 2.72524e-11 0 0.006866 0 1.17223e+11 9.98021e+11
182 137.507 143.987 40.228 1.31209e-09 0 0 1.31209e-09 6.67152e+11 1.17223e+11 3.17686e+10 7.409e+09 225.727 662747 1.7836e+07 20.4164 0 0 110.406 nan 0 0 0.0517542 0 9.03067e-12 0 0.00688266 0 1.17223e+11 9.98021e+11
183 143.987 150.773 42.1239 4.12636e-10 0 0 4.12636e-10 6.88848e+11 1.17223e+11 3.17686e+10 7.79024e+09 205.826 655579 1.7668e+07 21.5777 0 0 36.3388 nan 0 0 0.0178883 0 2.84671e-12 0 0.00689884 0 1.17223e+11 9.98021e+11
184 150.773 157.879 44.1091 1.23166e-10 0 0 1.23166e-10 7.10845e+11 1.17223e+11 3.17686e+10 8.18946e+09 187.724 648591 1.75005e+07 22.812 0 0 11.3502 nan 0 0 0.00586785 0 8.51635e-13 0 0.00691456 0 1.17223e+11 9.98021e+11
185 157.879 165.319 46.1879 3.48063e-11 0 0 3.48063e-11 7.33134e+11 1.17223e+11 3.17686e+10 8.60763e+09 171.261 641798 1.73332e+07 24.1254 0 0 3.356 nan 0 0 0.00182224 0 2.41202e-13 0 0.00692983 0 1.17223e+11 9.98021e+11
186 165.319 173.11 48.3647 9.28865e-12 0 0 9.28865e-12 7.55709e+11 1.17223e+11 3.17686e+10 9.04579e+09 156.294 635213 1.71661e+07 25.5249 0 0 0.936912 nan 0 0 0.000534354 0 6.45065e-14 0 0.00694466 0 1.17223e+11 9.98021e+11
187 173.11 181.269 50.644 2.33452e-12 0 0 2.33452e-12 7.78561e+11 1.17223e+11 3.17686e+10 9.50507e+09 142.687 628851 1.67039e+07 27.4954 0 0 0.246298 nan 0 0 0.000147562 0 1.62461e-14 0 0.00695908 0 1.17223e+11 9.98021e+11
188 181.269 189.812 53.0308 5.51019e-13 0 0 5.51019e-13 8.01683e+11 1.17223e+11 3.17686e+10 9.98669e+09 130.318 622725 1.65717e+07 29.0624 0 0 0.0607964 nan 0 0 3.82664e-05 0 3.84231e-15 0 0.00697309 0 1.17223e+11 9.98021e+11
189 189.812 198.757 55.5301 1.21778e-13 0 0 1.21778e-13 8.25068e+11 1.17223e+11 3.17686e+10 1.0492e+10 119.077 616847 1.64376e+07 30.7385 0 0 0.0140495 nan 0 0 9.29116e-06 0 8.50832e-16 0 0.00698672 0 1.17223e+11 9.98021e+11
190 198.757 208.125 58.1471 2.51224e-14 0 0 2.51224e-14 8.48707e+11 1.17223e+11 3.17686e+10 1.10223e+10 108.86 611231 1.63013e+07 32.5344 0 0 0.00303011 nan 0 0 2.10564e-06 0 1.75856e-16 0 0.00699998 0 1.17223e+11 9.98021e+11
191 208.125 217.933 60.8875 4.82201e-15 0 0 4.82201e-15 8.72593e+11 1.17223e+11 3.17686e+10 1.15793e+10 99.5751 605888 1.61625e+07 34.4617 0 0 0.000607937 nan 0 0 4.43967e-07 0 3.38162e-17 0 0.00701289 0 1.17223e+11 9.98021e+11
192 217.933 228.204 63.757 8.58211e-16 0 0 8.58211e-16 8.96719e+11 1.17223e+11 3.17686e+10 1.21646e+10 91.1361 600831 1.60212e+07 36.5334 0 0 0.000113079 nan 0 0 8.67948e-08 0 6.02932e-18 0 0.00702545 0 1.17223e+11 9.98021e+11
193 228.204 238.959 66.7618 1.41127e-16 0 0 1.41127e-16 9.21077e+11 1.17223e+11 3.17686e+10 1.27801e+10 83.4659 596071 1.58769e+07 38.7648 0 0 1.94303e-05 nan 0 0 1.56771e-08 0 9.9321e-19 0 0.00703768 0 1.17223e+11 9.98021e+11
194 238.959 250.221 69.9082 2.13629e-17 0 0 2.13629e-17 9.45659e+11 1.17223e+11 3.17686e+10 1.34277e+10 76.4935 591619 1.57297e+07 41.1717 0 0 3.07276e-06 nan 0 0 2.60645e-09 0 1.506e-19 0 0.00704961 0 1.17223e+11 9.98021e+11
195 250.221 262.013 73.2029 2.96512e-18 0 0 2.96512e-18 9.7046e+11 1.17223e+11 3.17686e+10 1.41096e+10 70.1548 587485 1.55792e+07 43.773 0 0 4.45482e-07 nan 0 0 3.97328e-10 0 2.09374e-20 0 0.00706123 0 1.17223e+11 9.98021e+11
196 262.013 274.362 76.6528 3.75825e-19 0 0 3.75825e-19 9.9547e+11 1.17223e+11 3.17686e+10 1.41096e+10 0 0 0 0 0 0 5.89665e-08 nan 0 0 5.53081e-11 0 2.65805e-21 0 0.00707258 0 1.17223e+11 9.98021e+11
197 274.362 287.292 80.2654 4.33138e-20 0 0 4.33138e-20 9.98021e+11 1.17223e+11 3.17686e+10 1.41096e+10 0 0 0 0 0 0 7.09562e-09 nan 0 0 7.00018e-12 0 3.0682e-22 0 0.00708365 0 1.17223e+11 9.98021e+11
198 287.292 300.832 84.0482 4.51876e-21 0 0 4.51876e-21 9.98021e+11 1.17223e+11 3.17686e+10 1.41096e+10 0 0 0 0 0 0 7.72744e-10 nan 0 0 8.01982e-13 0 3.20582e-23 0 0.00709446 0 1.17223e+11 9.98021e+11
199 300.832 315.009 88.0092 4.24742e-22 0 0 4.24742e-22 9.98021e+11 1.17223e+11 3.17686e+10 1.41096e+10 0 0 0 0 0 0 7.5805e-11 nan 0 0 8.27783e-14 0 3.0178e-24 0 0.00710503 0 1.17223e+11 9.98021e+11
